timestamp,messageType,latency,statusCode,roomId
1770509884798,TEXT,24,OK,7
1770509884798,TEXT,25,OK,6
1770509884798,TEXT,25,OK,12
1770509884798,TEXT,25,OK,4
1770509884806,TEXT,26,OK,11
1770509884808,TEXT,34,OK,11
1770509884808,TEXT,33,OK,6
1770509884808,TEXT,28,OK,8
1770509884808,TEXT,28,OK,18
1770509884808,TEXT,27,OK,17
1770509884808,JOIN,27,OK,4
1770509884808,TEXT,27,OK,16
1770509884815,TEXT,41,OK,7
1770509884815,TEXT,34,OK,17
1770509884833,TEXT,34,OK,8
1770509884833,TEXT,34,OK,5
1770509884833,TEXT,34,OK,12
1770509884833,TEXT,34,OK,17
1770509884833,TEXT,34,OK,2
1770509884833,JOIN,34,OK,14
1770509884833,TEXT,34,OK,18
1770509884833,JOIN,34,OK,16
1770509884833,TEXT,34,OK,6
1770509884833,TEXT,34,OK,5
1770509884833,TEXT,34,OK,18
1770509884833,TEXT,34,OK,14
1770509884833,TEXT,33,OK,16
1770509884833,TEXT,33,OK,12
1770509884833,TEXT,33,OK,13
1770509884834,TEXT,34,OK,15
1770509884834,TEXT,33,OK,15
1770509884834,TEXT,34,OK,20
1770509884834,TEXT,52,OK,17
1770509884834,TEXT,34,OK,9
1770509884849,TEXT,49,OK,14
1770509884855,TEXT,21,OK,3
1770509884863,JOIN,28,OK,13
1770509884865,TEXT,29,OK,18
1770509884869,JOIN,33,OK,18
1770509884869,TEXT,33,OK,4
1770509884869,LEAVE,33,OK,8
1770509884872,TEXT,36,OK,3
1770509884875,TEXT,38,OK,16
1770509884875,TEXT,34,OK,4
1770509884885,TEXT,23,OK,6
1770509884891,LEAVE,28,OK,11
1770509884891,TEXT,28,OK,2
1770509884893,TEXT,29,OK,12
1770509884893,TEXT,29,OK,17
1770509884897,JOIN,30,OK,20
1770509884897,TEXT,32,OK,3
1770509884897,TEXT,28,OK,17
1770509884899,TEXT,33,OK,8
1770509884899,TEXT,30,OK,12
1770509884899,TEXT,30,OK,14
1770509884899,TEXT,30,OK,1
1770509884899,TEXT,30,OK,14
1770509884900,TEXT,31,OK,8
1770509884903,TEXT,33,OK,2
1770509884903,TEXT,28,OK,2
1770509884903,TEXT,33,OK,7
1770509884903,TEXT,28,OK,20
1770509884903,TEXT,34,OK,10
1770509884903,TEXT,28,OK,4
1770509884903,TEXT,28,OK,18
